FIELD_MGT_NO_현장관리번호,EQ_NM_시설명칭,EQ_NO,FWK_FCLT_NM_기능시설명,TASK_NM_과업,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4
,재심실,재심실,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000259,,,,,재심실,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2507-1,R2507-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000260,,,,,R2507-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2508-1,R2508-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000261,,,,,R2508-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2508-2,R2508-2,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000262,,,,,R2508-2,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3002,R3002,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000263,,,,,R3002,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3003,R3003,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000264,,,,,R3003,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3004,R3004,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000265,,,,,R3004,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3005,R3005,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000266,,,,,R3005,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3007,R3007,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000267,,,,,R3007,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3008,R3008,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000268,,,,,R3008,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2510,R2510,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000269,,,,,R2510,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2508,R2508,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000270,,,,,R2508,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1527,R1527,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000271,,,,,R1527,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1528,R1528,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000272,,,,,R1528,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1529,R1529,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000273,,,,,R1529,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1529-1,R1529-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000274,,,,,R1529-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2503,R2503,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000275,,,,,R2503,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2002,R2002,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000276,,,,,R2002,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2003,R2003,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000277,,,,,R2003,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2004,R2004,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000278,,,,,R2004,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2005,R2005,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000279,,,,,R2005,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2006,R2006,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000280,,,,,R2006,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2007,R2007,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000281,,,,,R2007,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2008,R2008,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000282,,,,,R2008,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2009,R2009,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000283,,,,,R2009,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2010,R2010,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000284,,,,,R2010,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2011,R2011,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000285,,,,,R2011,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2012,R2012,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000286,,,,,R2012,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2013,R2013,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000287,,,,,R2013,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2501,R2501,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000288,,,,,R2501,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2502,R2502,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000289,,,,,R2502,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2504,R2504,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000290,,,,,R2504,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2505,R2505,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000291,,,,,R2505,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2507,R2507,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000292,,,,,R2507,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB009,RB009,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000293,,,,,RB009,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB008,RB008,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000294,,,,,RB008,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB007,RB007,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000295,,,,,RB007,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-8-15 장,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000296,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-8-15 장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-10-20 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000297,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-10-20 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-10-21 남(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000298,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-10-21 남(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-10-18 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000299,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-10-18 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-10-19 여(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000300,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-10-19 여(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-11-22 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000301,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-11-22 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-11-23 남(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000302,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-11-23 남(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-11-20 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000303,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-11-20 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-11-21 여(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000304,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-11-21 여(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-11-34 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000305,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-11-34 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-11-35 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000306,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-11-35 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3011,R3011,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000307,,,,,R3011,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3012,R3012,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000308,,,,,R3012,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,매화,매화,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000309,,,,,매화,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,난초,난초,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000310,,,,,난초,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,무궁화,무궁화,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000311,,,,,무궁화,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,국화,국화,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000312,,,,,국화,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,대나무,대나무,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000313,,,,,대나무,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,소나무,소나무,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000314,,,,,소나무,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3501,R3501,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000315,,,,,R3501,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3501-1,R3501-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000316,,,,,R3501-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3501-2,R3501-2,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000317,,,,,R3501-2,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-8-14 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000318,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-8-14 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-8-16 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000319,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-8-16 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B2-8-14 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000320,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-8-14 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B2-8-16 장,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000321,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-8-16 장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B2-8-19 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000322,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-8-19 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-2-12 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000323,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-2-12 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-2-13 남(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000324,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-2-13 남(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-2-14 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000325,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-2-14 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-2-15 여(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000326,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-2-15 여(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-3-20 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000327,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-3-20 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-3-21 남(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000328,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-3-21 남(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-3-18 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000329,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-3-18 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-3-19 여(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000330,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-3-19 여(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-5-14 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000331,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-5-14 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-5-16 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000332,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-5-16 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-5-15 장,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000333,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-5-15 장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-6-11 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000334,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-6-11 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-6-12 남(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000335,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-6-12 남(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-6-9 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000336,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-6-9 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-6-10 여(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000337,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-6-10 여(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-7-12 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000338,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-7-12 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-7-13 남(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000339,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-7-13 남(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-7-10 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000340,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-7-10 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B1-7-11 여(장),,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000341,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-7-11 여(장),기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3502,R3502,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000342,,,,,R3502,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3503,R3503,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000343,,,,,R3503,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3504,R3504,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000344,,,,,R3504,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4001,R4001,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000345,,,,,R4001,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4002,R4002,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000346,,,,,R4002,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4003,R4003,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000347,,,,,R4003,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4004,R4004,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000348,,,,,R4004,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4503,R4503,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000349,,,,,R4503,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4506,R4506,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000350,,,,,R4506,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4507,R4507,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000351,,,,,R4507,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4510,R4510,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000352,,,,,R4510,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4512,R4512,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000353,,,,,R4512,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4513,R4513,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000354,,,,,R4513,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R4511,R4511,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000355,,,,,R4511,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000356,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,,,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB2501,RB2501,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000357,,,,,RB2501,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB2502,RB2502,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000358,,,,,RB2502,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB001,RB001,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000359,,,,,RB001,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB002,RB002,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000360,,,,,RB002,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB003,RB003,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000361,,,,,RB003,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB004,RB004,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000362,,,,,RB004,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB005,RB005,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000363,,,,,RB005,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB005-1,RB005-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000364,,,,,RB005-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB005-2,RB005-2,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000365,,,,,RB005-2,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB006,RB006,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000366,,,,,RB006,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,5번 출국장,5번 출국장,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000367,,,,,5번 출국장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,4번 출국장,4번 출국장,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000368,,,,,4번 출국장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3505,R3505,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000369,,,,,R3505,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3506,R3506,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000370,,,,,R3506,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3507,R3507,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000371,,,,,R3507,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3508,R3508,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000372,,,,,R3508,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3509,R3509,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000373,,,,,R3509,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3510,R3510,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000374,,,,,R3510,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3511,R3511,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000375,,,,,R3511,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3512,R3512,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000376,,,,,R3512,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3513,R3513,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000377,,,,,R3513,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3514,R3514,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000378,,,,,R3514,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3515,R3515,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000379,,,,,R3515,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3516,R3516,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000380,,,,,R3516,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3517,R3517,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000381,,,,,R3517,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3518,R3518,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000382,,,,,R3518,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3519,R3519,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000383,,,,,R3519,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,1번 출국장,1번 출국장,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000384,,,,,1번 출국장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2번 출국장,2번 출국장,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000385,,,,,2번 출국장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3번 출국장,3번 출국장,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000386,,,,,3번 출국장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,4번 출국장,4번 출국장,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000387,,,,,4번 출국장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,5번 출국장,5번 출국장,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000388,,,,,5번 출국장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,6번 출국장,6번 출국장,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000389,,,,,6번 출국장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3번 출국장,3번 출국장,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000390,,,,,3번 출국장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-2553,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000391,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2553,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-2548,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000392,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2548,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-2547,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000393,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2547,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3002여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000394,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3002여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3003남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000395,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3003남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3003여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000396,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3003여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3004남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000397,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3004남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3004여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000398,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3004여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3006남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000399,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3006남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3006여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000400,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3006여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3007남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000401,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3007남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3007여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000402,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3007여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3008남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000403,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3008남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3008여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000404,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3008여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
